หนองไผ่,20230528,0.580770909786224
บ้านงอมถ้ำ,20230528,0.318983286619186
บ้านปากทับ,20230528,0.617279291152954
ปางวัว,20230528,0.189189195632935
หนองไผ่,20230528,0.686995983123779
บ้านปากทับ,20230528,0.563420414924622
บ้านงอมถ้ำ,20230528,1.00100004673004
ห้วยแมง,20230528,1.00100004673004
ป่าคาย,20230528,0.808806478977203
ปางวัว,20230528,0.405395269393921
บ้านผาจักร,20230528,0.386101305484772
บ้ายห้วยปอบ,20230528,0.208029851317406
ห้วยแมง,20230528,0.667330265045166
บ้านปากทับ,20230528,1.00100004673004
ห้วยแมง,20230528,0.662285149097443
บ้านผาจักร,20230528,0.0859673842787743
บ้ายห้วยปอบ,20230528,0.759670376777649
หนองไผ่,20230528,1.00100004673004
บ้านคุ้งยาง,20230528,1.00100004673004
ห้วยแมง,20230528,0.486167788505554
บ้านคุ้งยาง,20230528,0.620834350585938
บ้านปากทับ,20230528,0.562682211399078
บ้ายห้วยปอบ,20230528,1.00100004673004
ป่าคาย,20230528,0.110928177833557
บ้ายห้วยปอบ,20230528,0.135103583335876
บ้านนาตารอด,20230528,0.179910391569138
ห้วยแมง,20230528,0.307052820920944
บ้ายห้วยปอบ,20230528,0.673304080963135
บ้านผาจักร,20230528,0.411528527736664
บ้านปากทับ,20230528,0.466149717569351
บ้านนาตารอด,20230528,0.578308701515198
บ้านงอมถ้ำ,20230528,0.09852135181427
บ้านปากทับ,20230528,0.521487176418304
หนองไผ่,20230528,0.875779926776886
บ้านคุ้งยาง,20230528,0.344299495220184
ห้วยแมง,20230528,0.436031341552734
หนองไผ่,20230528,0.703885853290558
บ้านผาจักร,20230528,0.564016163349152
ห้วยแมง,20230528,0.637047469615936
บ้านผาจักร,20230528,0.0856052339076996
ป่าคาย,20230528,0.519067823886871
หนองไผ่,20230528,0.0992536097764969
ป่าคาย,20230528,0.100506365299225
บ้านผาจักร,20230528,0.461782664060593
บ้านงอมถ้ำ,20230528,0.614202439785004
หนองไผ่,20230528,0.241494327783585
ปางวัว,20230528,0.773122370243073
บ้านนาตารอด,20230528,0.483320415019989
ห้วยแมง,20230528,0.716029286384583
บ้านผาจักร,20230528,0.530617356300354
หนองไผ่,20230528,0.503225803375244
บ้ายห้วยปอบ,20230528,0.645707368850708
บ้านคุ้งยาง,20230528,0.512711882591248
หนองไผ่,20230528,0.621682226657867
บ้านนาตารอด,20230528,0.220187067985535
บ้านผาจักร,20230528,0.686800897121429
บ้านงอมถ้ำ,20230528,0.176253840327263
หนองไผ่,20230528,0.618999004364014
บ้ายห้วยปอบ,20230528,0.706857919692993
ป่าคาย,20230528,0.579641819000244
ห้วยแมง,20230528,0.652903199195862
บ้านปากทับ,20230528,0.687098145484924
บ้านนาตารอด,20230528,0.119027800858021
ห้วยแมง,20230528,0.647032380104065
บ้ายห้วยปอบ,20230528,0.14903299510479
บ้านนาตารอด,20230528,0.709317862987518
บ้านงอมถ้ำ,20230528,0.524464845657349
บ้ายห้วยปอบ,20230528,0.700647950172424
หนองไผ่,20230528,0.323265135288239
ห้วยแมง,20230528,0.24508111178875
บ้านคุ้งยาง,20230528,0.362217664718628
